"doc_id","text","pol_account","id","date","context","issue","policy_flag","stance","annotator","annotated_at","selected_at","uncertainty","not_sentence","draft_flag","issue2","uncertainty2","stance2"
"text1956609.2","It is with sadness that I step down: here is my letter explaining why. ht…","William_Wragg",1016566512897929216,"2018-07-10T06:15:18Z","RT @BorisJohnson: I am proud to have served as Foreign Secretary. It is with sadness that I step down: here is my letter explaining why. ht…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1814724.3","And pay for it by scrapping non-dom tax status, so people who live here pay tax here.   https://t.co/wMynGoEJde","Keir_Starmer",1602296473789538304,"2022-12-12T13:37:03Z","My Labour government will train a new generation of doctors and nurses. 

We’ll reform the NHS so that patients receive better care, and taxpayers get better value.

And pay for it by scrapping non-dom tax status, so people who live here pay tax here.

 https://t.co/wMynGoEJde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text980758.1","Been watching events unfold over the last 24 hours from the other side of the pond - from other EU national leaders telling the British people what we should do to the EU Commission treating our PM with disrespect.","stevedouble",1042950059204128768,"2018-09-21T01:34:05Z","Been watching events unfold over the last 24 hours from the other side of the pond - from other EU national leaders telling the British people what we should do to the EU Commission treating our PM with disrespect. It just proves the British people were right to vote Leave!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text826658.1","@bernardjenkin @DCBMEP @Owen_PatersonMP @johnredwood ‘Fundamental change in Britain's relationship with EU' http://t.co/hqjGKJQWkS","BillCashMP",514713073572413440,"2014-09-24T09:48:54Z","@bernardjenkin @DCBMEP @Owen_PatersonMP @johnredwood ‘Fundamental change in Britain's relationship with EU'
http://t.co/hqjGKJQWkS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1514881.1","Thank you for having me beam in from my room in Parliament and sorry not to be able to join in person at the report launch or the #NationalRailAwards","HuwMerriman",1438580607131521024,"2021-09-16T19:08:38Z","Thank you for having me beam in from my room in Parliament and sorry not to be able to join in person at the report launch or the #NationalRailAwards",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1324631.3","It was an honour to meet @EKaraMurza &amp; support her campaign to free Vladimir, a British-Russian citizen &amp; leading opponent of Putin who faces 10yrs in a Russian prison for speaking out against Ukraine war https://t.co/LQeRqxzWVS","SKinnock",1529173525793234944,"2022-05-24T18:52:33Z",".@VKaraMurza: the bravest man I know – rivalled only by his wife, Evgenia.

It was an honour to meet @EKaraMurza &amp; support her campaign to free Vladimir, a British-Russian citizen &amp; leading opponent of Putin who faces 10yrs in a Russian prison for speaking out against Ukraine war https://t.co/LQeRqxzWVS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1128495.1","@Squirrelsings @AngusRobertson @RenatasNorkus I'm guessing the Lithuanian Consulate is paid for by our friends in Lithuania.","PeterGrantMP",1542181514489757696,"2022-06-29T16:21:40Z","@Squirrelsings @AngusRobertson @RenatasNorkus I'm guessing the Lithuanian Consulate is paid for by our friends in Lithuania.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1406534.2","If the French continue to refuse to cooperate they will face more fatalities within their borders","timloughton",1464214362730770432,"2021-11-26T12:48:02Z","@howardlake Don't belittle a human tragedy and it has nothing to do with British sea-power now or 200 years ago. If the French continue to refuse to cooperate they will face more fatalities within their borders",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1965640.2","It’s been a huge honour to represent Cambridge in Parliament for the last 4 and a half years - I’m delighted to be the @UKLabour MP candidate again!","DanielZeichner",1195060376603430912,"2019-11-14T19:26:11Z","Thank you @wmarybeard for proposing me, and Cambridge Labour Party’s Chair for seconding the nomination. It’s been a huge honour to represent Cambridge in Parliament for the last 4 and a half years - I’m delighted to be the @UKLabour MP candidate again! #ReElectDaniel #GE2019 🌹",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text411027.1","This is the main reason why I think any Government must tackle illegal immigration, and why we need to change or introduce new measures as the manifestation of this challenge continues to evolve.  2/2 https://t.co/eCoAR1tbPf","tinastowell",1479073912474554368,"2022-01-06T12:54:35Z","This is the main reason why I think any Government must tackle illegal immigration, and why we need to change or introduce new measures as the manifestation of this challenge continues to evolve.  2/2 https://t.co/eCoAR1tbPf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text788978.2","This deal fixes the problems with the NI Protocol, removes the border from the Ir…","alexburghart",1633343358394331136,"2023-03-08T05:46:17Z","RT @KemiBadenoch: The business community will be pleased. This deal fixes the problems with the NI Protocol, removes the border from the Ir…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1396249.3","""""There’s no way to tackle climate catastrophe without changing the inequalities at the heart of our economy; and without redistributing power from those at the top - to the rest of us.”","RLong_Bailey",1217744597813731328,"2020-01-16T09:45:11Z","Inspiring women like @_oliviablake are the future of our party. Honoured to have her support.

""""There’s no way to tackle climate catastrophe without changing the inequalities at the heart of our economy; and without redistributing power from those at the top - to the rest of us.”",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1482285.1","There is no better person equipped to stand for Labour in Broxtowe than Greg Marshall.","johnmcdonnellMP",1630648924317818880,"2023-02-28T19:19:34Z","There is no better person equipped to stand for Labour in Broxtowe than Greg Marshall. A principled socialist &amp; trade unionist working for years at the heart of his community. Many will consider that this decision debases the selection process. Keir Starmer needs to intervene.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text876937.2","A huge achievement that will go a long way in helping us to reach our own goals of #netzero aviation by 2050 ✈️🌎","robertcourts",1408469320322240512,"2021-06-25T16:57:08Z","Brilliant news that @BristolAirport will be net zero by 2030! A huge achievement that will go a long way in helping us to reach our own goals of #netzero aviation by 2050 ✈️🌎",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1582516.1","And well done to @chislehurstkent rotary to organising another great @ChislehurstFair","neill_bob",1535623545417506816,"2022-06-11T14:02:38Z","And well done to @chislehurstkent rotary to organising another great @ChislehurstFair",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text704916.1","I was honoured to celebrate """"Community Champions"""" at no.10 Downing Street with David Cameron on Monday.  http://t.co/3Cnbxk9n36","Caroline_Ansell",558684987680387072,"2015-01-23T17:57:35Z","I was honoured to celebrate """"Community Champions"""" at no.10 Downing Street with David Cameron on Monday. 
http://t.co/3Cnbxk9n36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text615931.2","#LetsRethink to improve attitudes &amp; change lives http://t.co/889f05Odv7","BishopPaulB",652755425327230976,"2015-10-10T07:59:55Z","This has been Schizophrenia Awareness Week. #LetsRethink to improve attitudes &amp; change lives http://t.co/889f05Odv7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text869951.1","@BookBarUK Great job @BookBarUK in helping people socialise and buy good books!","jeremycorbyn",1474899500636557312,"2021-12-26T00:26:57Z","@BookBarUK Great job @BookBarUK in helping people socialise and buy good books! What a welcome addition to Blackstock Road!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1776207.2","This blue welfare trailer was stolen from Gawcott Road, Buckingham on Thurs 27 August and w…","gregsmith_uk",1302917662255845376,"2020-09-07T10:32:32Z","RT @TVP_Aylesbury: Have you seen this trailer?

This blue welfare trailer was stolen from Gawcott Road, Buckingham on Thurs 27 August and w…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1521282.1","It is staggering that the Government protects oil and gas giants making record profits whilst working people struggle with their energy bills.","Ed_Miliband",1526243200024907776,"2022-05-16T16:48:29Z","It is staggering that the Government protects oil and gas giants making record profits whilst working people struggle with their energy bills. 

Labour's windfall tax is the fair and right thing to do.

Tomorrow we are giving every Conservative MP a chance to back our plan.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text307669.3","Fun, rickety adaptation of a Graham Greene novel about an innocent embroiled in a Nazi spy ring on English soil.","StewartWood",1269344109615079424,"2020-06-06T19:03:13Z","25. Ministry Of Fear (1944). Fun, rickety adaptation of a Graham Greene novel about an innocent embroiled in a Nazi spy ring on English soil. Ludicrous plot leaps, a script Lang disliked, but with redemptions such as Milland’s moving account of the mercy killing of his dying wife https://t.co/Q8UMP9zHfA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1198784.1","@TheoButtPhilip Only way we end up with No Deal is if Parliament won’t back a deal.","JSHeappey",1181186131074994176,"2019-10-07T12:34:53Z","@TheoButtPhilip Only way we end up with No Deal is if Parliament won’t back a deal. If I’m forced to chose between No Deal or No Brexit, I’m going to choose No Deal as I believe that to be most in line with the interests of my constituents.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text945074.1","These are just 5 events from 2021 that could be described as a ‘crisis’.","ThangamMP",1476148177225105408,"2021-12-29T11:08:45Z","These are just 5 events from 2021 that could be described as a ‘crisis’. I haven’t even touched on the rising cost of living, violence against women and girls, tragic deaths in the Channel, empty supermarket shelves, deepening inequalities and many other emergencies this year.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1094320.2","Not only is it nearly Christmas, but No. 75069's loaded test runs are going really wel…","Mark4WyreForest",1076050107018215424,"2018-12-21T09:41:52Z","RT @svrofficialsite: We've got that #FridayFeeling!

Not only is it nearly Christmas, but No. 75069's loaded test runs are going really wel…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text923437.2","Let’s take care and stay safe across Swansea https://t.co/zSD5tFP58x","GeraintDaviesMP",1327675097507885056,"2020-11-14T18:09:44Z","Great swell at Caswell Bay and good social distancing! Let’s take care and stay safe across Swansea https://t.co/zSD5tFP58x",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1362480.2","Thanks for coming to #Batley and to everyone @BatleyRLFC @BatleySPF &amp; #BARA for such a great game.","kimleadbeater",1605671325657223168,"2022-12-21T21:07:30Z","A real pleasure to work with @TeamColostomyUK this year. Thanks for coming to #Batley and to everyone @BatleyRLFC @BatleySPF &amp; #BARA for such a great game. See you next year! Merry Christmas🎅🏻🎄#RugbyLeague🏉 #PowerOfSport",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text220935.2","So sorry I couldn’t be there but this is such an important agenda.","Baronessjenkin",1167857053156696064,"2019-08-31T17:49:53Z","@GeorgeFreemanMP @BigTentIdeas Bravo to all. So sorry I couldn’t be there but this is such an important agenda. Well done especially to @GeorgeFreemanMP and @dollytheis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1921169.1","Terrific news that two fine local organisations have received well deserved funding from Arts Council England @ace_national    Congratulations @MotionhouseDT and @Live_Local !","MattWestern_",1588954296300756992,"2022-11-05T18:00:00Z","Terrific news that two fine local organisations have received well deserved funding from Arts Council England @ace_national  

Congratulations @MotionhouseDT and @Live_Local !",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text212370.2","I look forward to building long lasting partnerships &amp; collaborations as we welcome Gabon to the #Commonwealth family. https://t.co/B37zDreIZ4","PScotlandCSG",1559824001370816512,"2022-08-17T08:46:36Z","Fantastic welcome to my new home, #Gabon🇬🇦, by @Officiel_MMA, @aichasanni, and High Commissioners from #Nigeria, #Cameroon &amp; #Togo, on my first official visit.

I look forward to building long lasting partnerships &amp; collaborations as we welcome Gabon to the #Commonwealth family. https://t.co/B37zDreIZ4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1616024.1","You have been, and I am sure always will be, a true champion for children, teachers and our wonderful schools in Greenwich","abenaopp",1524671579963146240,"2022-05-12T08:43:26Z","You have been, and I am sure always will be, a true champion for children, teachers and our wonderful schools in Greenwich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text443282.1","@HarrietRycroft it is very fine as are many of the cotswold wool churches .","LordCourtown",409655223742128128,"2013-12-08T12:06:31Z","@HarrietRycroft it is very fine as are many of the cotswold wool churches . In laws lived in Broad Campden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1168697.2","He is a true patriot and would not have taken this decision lightly.","JNHanvey",1647208823084515328,"2023-04-15T12:02:41Z","RT @AlexNeilSNP: Angus is a huge loss to the SNP. He is a true patriot and would not have taken this decision lightly. We just cannot affor…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text506384.1","YN TORRI: Mae'r cynllun i symud 180 miliwn litr o ddŵr Cymru o Bowys i dde Lloegr yn mynd yn ei flaen.","Plaid_Cymru",1641411684106371072,"2023-03-30T12:06:56Z","YN TORRI: Mae'r cynllun i symud 180 miliwn litr o ddŵr Cymru o Bowys i dde Lloegr yn mynd yn ei flaen.

Dim ond oddeutu £5m bydd Cymru yn ei gael am y cynllun tra ein bod yn talu biliau dŵr sydd gyda'r drytaf yn y DU.

Mynnwn reolaeth lwyr dros ein dŵr er budd ein cymunedau. https://t.co/92F9aJVmGB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1395089.2","Landlords must freeze rents or release students from tenancies they cannot use &amp; Gov must support them in this.Please sign @HLucyloo petition here👇 https://t.co/4GSwQvihrV","RLong_Bailey",1359845434685030400,"2021-02-11T12:43:10Z","Students have been awfully treated during the pandemic &amp; shouldn't have to pay for acc they cannot live in. Landlords must freeze rents or release students from tenancies they cannot use &amp; Gov must support them in this.Please sign @HLucyloo petition here👇 https://t.co/4GSwQvihrV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1945057.2","Great to see so many children in lessons despite the challenges of a rising number of Covid cases across the borough.","munirawilson",1447599501175398400,"2021-10-11T16:26:30Z","I was given a comprehensive tour of @StJamesCPS by headteacher Mr Beatty. Great to see so many children in lessons despite the challenges of a rising number of Covid cases across the borough. I particularly enjoyed joining in with """"head, shoulders, knees and toes"""" https://t.co/6jgh3ZtLRZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1585430.2","I am mindful that an internal investigation is currently underway, but having worked closely with @ClanIHC I am stunned at this huge lapse in judgment.","GavNewlandsSNP",1575863150359900160,"2022-09-30T15:00:27Z","To say this is disappointing is an understatement. I am mindful that an internal investigation is currently underway, but having worked closely with @ClanIHC I am stunned at this huge lapse in judgment.
Thankfully, it was swiftly reversed &amp; action taken.
https://t.co/BJnPGSarhX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1362599.3","The government must do more to support our NHS &amp; tackle this backlog https://t.co/1TKtEAnt2c","kimleadbeater",1592926598390763520,"2022-11-16T17:04:30Z","Thank you to @radiotherapy_uk for coming to parliament to highlight the shocking statistics on waiting times for #Radiotherapy. A third of patients in West Yorkshire are waiting more than 62 days for treatment. The government must do more to support our NHS &amp; tackle this backlog https://t.co/1TKtEAnt2c",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text563193.1","📜Read the Bill &amp; other documents here to see for yourself👇  https://t.co/xw9i459hoG","Simonhartmp",1303673643818418176,"2020-09-09T12:36:32Z","📜Read the Bill &amp; other documents here to see for yourself👇

https://t.co/xw9i459hoG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1911477.7","I’m told I must give you an opportunity to read and remove your libellous tweet https://t.co/0urMA8IT7X","ClaudiaWebbe",1645362377091678208,"2023-04-10T09:45:34Z","@andychippie Your tweet is libellous. There was no threat or violence. That’s not me. It was a deliberate lie. There was an appeal. No media has repeated the libel following appeal outcome. I’m told I must give you an opportunity to read and remove your libellous tweet https://t.co/0urMA8IT7X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1354949.2","A special thank you to East Midlands Trains for kindly providing free train tickets for them!","Pauline_Latham",441626902479265792,"2014-03-06T17:30:33Z","Had a great day with the girls. A special thank you to East Midlands Trains for kindly providing free train tickets for them! @EMTrains #IWD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1540346.1","Excited to be heading to spend the day with @johnleechmcr and the mighty team in @MCRLibDems @AprilPreston_ @RosieHughesMcr @JohnCameronMcr @AlanGoodLD and many more.","LaylaMoran",1456268842502557696,"2021-11-04T14:35:22Z","Excited to be heading to spend the day with @johnleechmcr and the mighty team in @MCRLibDems @AprilPreston_ @RosieHughesMcr @JohnCameronMcr @AlanGoodLD and many more. See you soon!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1349044.1","🥌Thank you to Liz and the team for a fantastic day out at the @BorderIceRink over the festive period.","John2Win",1614185929144418304,"2023-01-14T09:01:30Z","🥌Thank you to Liz and the team for a fantastic day out at the @BorderIceRink over the festive period. 

⛸️ Pop down and give curling or skating a try this January. https://t.co/CBIApVCgOQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text757328.2","I seem to remember you saying this pre-2019 election and look, here we are.","BBradley_Mans",1311085156242010112,"2020-09-29T23:27:14Z","@Chrisrobertsol1 @DIGADA1 @macmillancancer @BorisJohnson Well that's a decision for you, and for the other 100,000 people in Mansfield to take in a few years time. I seem to remember you saying this pre-2019 election and look, here we are. But the joy of British democracy is you'll get another crack next time 👍",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text68516.1","Potential burdens for researchers and companies working on development of new medical devices clearly set out by @LordRennard","LizBarkerLords",1301215846862393344,"2020-09-02T17:50:07Z","Potential burdens for researchers and companies working on development of new medical devices clearly set out by @LordRennard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text376290.1","@paolobrand I am indeed bothered and this isn’t my only tweet on it.","Dannythefink",1658858114169425920,"2023-05-17T15:32:49Z","@paolobrand I am indeed bothered and this isn’t my only tweet on it.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1096796.1","Popped into @HouseofCommons breakfast on Cyber Security this morning- covering data harvesting, hostile states access to critical infrastructure &amp; attracting more women &amp; men into Cyber jobs.","Nus_Ghani",1526932269063147520,"2022-05-18T14:26:36Z","Popped into @HouseofCommons breakfast on Cyber Security this morning- covering data harvesting, hostile states access to critical infrastructure &amp; attracting more women &amp; men into Cyber jobs.
Thank you @ISC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1214190.1","My deepest thoughts and condolences are with Sarah Everard's family and friends at this impossibly difficult time.","Wera_Hobhouse",1402193856834191360,"2021-06-08T09:20:41Z","My deepest thoughts and condolences are with Sarah Everard's family and friends at this impossibly difficult time. 

We must not rest until there is justice for all the women who have lost to male violence. https://t.co/RumnRFqXQz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text830875.1","@TargetTenders @CheltenhamBC Hi, if you email me about this (alex@alexchalk.com) I would be very happy to discuss further.","AlexChalkChelt",621048033111883776,"2015-07-14T20:06:04Z","@TargetTenders @CheltenhamBC Hi, if you email me about this (alex@alexchalk.com) I would be very happy to discuss further. Thx!",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text652836.2","I didn't know him when he was in the Royal Medical Corps and was sent t…","EricPickles",1248210191549706240,"2020-04-09T11:24:34Z","RT @UKHMF: “I decided to paint my stone in memory of my uncle Clem. I didn't know him when he was in the Royal Medical Corps and was sent t…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1773404.1","Big thanks to Mile Cross hero Darren Baker who faced down an armed robber in north Norwich https://t.co/rDhAZt7dQf @EveningNews","NorwichChloe",686884812309794816,"2016-01-12T12:17:55Z","Big thanks to Mile Cross hero Darren Baker who faced down an armed robber in north Norwich https://t.co/rDhAZt7dQf @EveningNews",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1021132.1","Today as part of #EnglishTourismWeek I have really enjoyed my visit to the University of Northampton @UniNorthants to meet #tourism students and staff and see great work teaching tourism degrees and promoting the tourism industry in #Northampton. https://t.co/6hDsKX73g6","Michael_Ellis1",977201185454198784,"2018-03-23T15:11:32Z","Today as part of #EnglishTourismWeek I have really enjoyed my visit to the University of Northampton @UniNorthants to meet #tourism students and staff and see great work teaching tourism degrees and promoting the tourism industry in #Northampton. https://t.co/6hDsKX73g6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text377893.1","@rthonbwooster @iMcKenzied @JohnRentoul Matthew explains rather well.","Dannythefink",1591365137025232896,"2022-11-12T09:39:49Z","@rthonbwooster @iMcKenzied @JohnRentoul Matthew explains rather well.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text538418.1","Yet another poll showing that Penny is uniting our Party and our country behind sensible, principled Conservative values.","michelledonelan",1549065415124451328,"2022-07-18T16:15:49Z","Yet another poll showing that Penny is uniting our Party and our country behind sensible, principled Conservative values. Her dedication to serving this country in uniform and in office reminds many of us why we became Conservatives in the first place. https://t.co/rKpDVcWTY7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text563099.2","Plaid claim that a no deal Brexit would “rip the heart out of the Welsh economy”, but will vote against a widely welcomed deal which - if voted down - would result in a no deal Brexit.","Simonhartmp",1343995951103541248,"2020-12-29T19:02:59Z","This position is illogical. 

Plaid claim that a no deal Brexit would “rip the heart out of the Welsh economy”, but will vote against a widely welcomed deal which - if voted down - would result in a no deal Brexit.

Plaid Cymru are out of touch with the people of Wales. https://t.co/btpSBUkIJW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1952192.1","@Dudley_College,Black Country Skills Shop and @StiltzLifts join me to discuss career and retraining opportunities.","mikejwood",1334527969411395584,"2020-12-03T16:00:36Z","@Dudley_College,Black Country Skills Shop and @StiltzLifts join me to discuss career and retraining opportunities. You can listen to our full conversation at ’Talking Dudley South with Mike Wood’ via Apple, Google Podcasts, Spotify or at: https://t.co/1YJKVXMAdz https://t.co/cHUk7gq81W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text505169.1","Government must extend application deadline and clarify eligibility criteria for Pandemic Payment - @Farrell_Mairead and @davidcullinane  “This is the least they could do for those healthcare workers who put themselves on the front line to keep us safe.”   https://t.co/TTmltaK3Ny https://t.co/Qbvu7GBjz0","sinnfeinireland",1541483062118256640,"2022-06-27T18:06:16Z","Government must extend application deadline and clarify eligibility criteria for Pandemic Payment - @Farrell_Mairead and @davidcullinane

“This is the least they could do for those healthcare workers who put themselves on the front line to keep us safe.” 

https://t.co/TTmltaK3Ny https://t.co/Qbvu7GBjz0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1176443.1","‘Of course it makes me worry’: UK’s youngest MP Nadia Whittome on being a woman in Parliament | The Independent https://t.co/XJecEHEolJ","HarrietHarman",1210872089365958656,"2019-12-28T10:36:17Z","‘Of course it makes me worry’: UK’s youngest MP Nadia Whittome on being a woman in Parliament | The Independent https://t.co/XJecEHEolJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1476074.3","But don’t scrap the consultation - it would be the wrong move and send the wrong message.","StewartMcDonald",1631941312420143104,"2023-03-04T08:55:03Z","I hope Humza will rethink this. If the problem here is a comms and framing issue - which seems to be the suggestion - then he undoubtedly has the ability to turn that round. But don’t scrap the consultation - it would be the wrong move and send the wrong message.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text491752.2","Only Labour has a plan to get Britain out of this Conservative cost of living crisis. https://t.co/a4FhAbMlyQ","UKLabour",1506681683407478784,"2022-03-23T17:18:00Z","Today Rishi Sunak has shown that he is not up to the task. 
 
Only Labour has a plan to get Britain out of this Conservative cost of living crisis. https://t.co/a4FhAbMlyQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text377017.4","In 2008/9 we discovered we weren’t as well off as we thought we were, because what looked like long term growth…..","Dannythefink",1616376964272590848,"2023-01-20T10:07:53Z","@TheSpongeImp @George_Osborne I’d hope I would do better than that. It’s not really about blame (in my case anyway). The question is whether Labour’s higher spending on the NHS was sustainable. In 2008/9 we discovered we weren’t as well off as we thought we were, because what looked like long term growth…..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text484420.2","🏴󠁧󠁢󠁳󠁣󠁴󠁿  📺 Watch live here👇🏽  https://t.co/UfGDh9sOtW  #ScotlandsWayForward https://t.co/F2fvhKuwrE","AlbaParty",1614265722997284864,"2023-01-14T14:18:34Z","We’re underway in Edinburgh! 🏴󠁧󠁢󠁳󠁣󠁴󠁿

📺 Watch live here👇🏽

https://t.co/UfGDh9sOtW

#ScotlandsWayForward https://t.co/F2fvhKuwrE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1492329.2","Not just on individuals, but the places where they live and on the economy itself.","Alison_McGovern",1592423635641597952,"2022-11-15T07:45:55Z","All our history tells of the scarring effect from people having long periods out of work. Not just on individuals, but the places where they live and on the economy itself. 

We need a better plan for real full employment. We need a general election and a @UKLabour government.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text384798.1","Would you like to comment why I have a seat reservation @CrossCountryUK on your 10.21 Sheffield to York service but the train is so crowded that I can't even get into the carriage never mind seat.","Paulscriven",1601523848075100160,"2022-12-10T10:26:54Z","Would you like to comment why I have a seat reservation @CrossCountryUK on your 10.21 Sheffield to York service but the train is so crowded that I can't even get into the carriage never mind seat.  I have a DVT just diagnosed and am having to stand like a sardine.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text658613.2","Yet it routinely attacks human rights and supports Tory withdrawal from ECHR.","premnsikka",1641046551320576000,"2023-03-29T11:56:01Z","Ironic that Daily Mail parent company invokes Human Rights Act to stop naming of journalists in phone-hacking case involving Prince Harry.

Yet it routinely attacks human rights and supports Tory withdrawal from ECHR.

Would it reflect? Don't count on it.
https://t.co/0I8sQqefEg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1140779.1","Over the next three days, I will reveal on Twitter the runners-up and winner of my Christmas Card competition!","griffitha",1471146237101498368,"2021-12-15T15:52:50Z","Over the next three days, I will reveal on Twitter the runners-up and winner of my Christmas Card competition!🎄

My Christmas Card is sent over 1,500 people, including the Prime Minister.

Today's runners-up are the fantastic entries from: Gemma, St Mary’s Pulborough

1/4🧵 https://t.co/JCc2dUEOmp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1720756.1","@robrouse We've checked 25 posters from owler bar to Barlow, inc millthorpe, and we have asked for 2 posters to be moved back into fields and 1 has ..","Lee4NED",872422722952982528,"2017-06-07T11:59:20Z","@robrouse We've checked 25 posters from owler bar to Barlow, inc millthorpe, and we have asked for 2 posters to be moved back into fields and 1 has ..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text439085.3","Let’s get ready to rumble … #Tokyo2020 https://t.co/IFkX2GH0OC","sebcoe",1420800782622937088,"2021-07-29T17:37:58Z","Final prep for the No 1 ⁦@Olympics⁩ Sport.  🙏 to all the volunteers and best of luck 🥇to all our amazing and talented athletes.  Visit ⁦@WorldAthletics⁩ for all the latest reviews and previews and stories.  Let’s get ready to rumble … #Tokyo2020 https://t.co/IFkX2GH0OC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"text1165016.2","Our fantastic testing &amp; vaccination programmes have had volunteers play a vital part in their rollouts.","MattHancock",1399984847888818176,"2021-06-02T07:02:52Z","This Volunteers Week I want to say a massive thank you to all the volunteers supporting our amazing NHS. 

Our fantastic testing &amp; vaccination programmes have had volunteers play a vital part in their rollouts. The effort that these volunteers have put in will never be forgotten. https://t.co/Tsc3vQ6vlQ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
